,tweet_id,sentiment,content,processed_corpus
901,1957169451,sadness,"@StarOnMaineSt idk lol my head hurts. rly bad. &amp; so does my stomach... hmm... personally, i think its from all the #s ive had 2 deal wit","['StarOnMaineSt', 'idk', 'lol', 'head', 'hurt', 'rly', 'bad', 'amp', 'stomach', '...', 'hmm', '...', 'personally', 'think', 'ive', 'deal', 'wit']"
912,1957173062,sadness,what a beautiful day - shame I've got to spend it in an office,"['beautiful', 'day', 'shame', ""'ve"", 'got', 'spend', 'office']"
916,1957174125,sadness,Just finished watching the series return of the Chasers War on Everything - really quite crap compared to how it used to be,"['finished', 'watching', 'series', 'return', 'Chasers', 'War', 'Everything', 'really', 'quite', 'crap', 'compared', 'used']"
917,1957174158,sadness,Wow just realized haven't checked Twitter since 9am when I saw my to-do list. Good news- got lot done. Bad news-don't know where day went,"['Wow', 'realized', ""n't"", 'checked', 'Twitter', 'since', '9am', 'saw', 'to-do', 'list', 'Good', 'news-', 'got', 'lot', 'done', 'Bad', 'news-do', ""n't"", 'know', 'day', 'went']"
918,1957174207,sadness,http://twitpic.com/664b7 - miss my bestfriend :'( now she left school,"['http', '//twitpic.com/664b7', 'miss', 'bestfriend', 'left', 'school']"
921,1957175219,sadness,Tummy hurts,"['Tummy', 'hurt']"
923,1957175385,sadness,farewelling an employee tonight...,"['farewelling', 'employee', 'tonight', '...']"
926,1957175586,sadness,"Morning all. The water heating's packed up, so i can't have a bath. I REALLY want a bath!","['Morning', 'water', 'heating', ""'s"", 'packed', 'ca', ""n't"", 'bath', 'REALLY', 'want', 'bath']"
927,1957175992,sadness,@heavenlyriot Girls are confusing.,"['heavenlyriot', 'Girls', 'confusing']"
928,1957176048,sadness,@ lyrically_Me   Why would you do that to me?!,"['lyrically_Me', 'would']"
930,1957176357,sadness,Blackout in the city is never good,"['Blackout', 'city', 'never', 'good']"
942,1957180598,sadness,@half_a_mind Chris and I are staying in Glasgow instead cause there is absolutely no accomodation in Edinburgh due to the marathon,"['half_a_mind', 'Chris', 'staying', 'Glasgow', 'instead', 'cause', 'absolutely', 'accomodation', 'Edinburgh', 'due', 'marathon']"
945,1957181678,sadness,@t_isfortammy Sad tweets are sad,"['t_isfortammy', 'Sad', 'tweet', 'sad']"
948,1957181947,sadness,Have decided I just can't stand @GuyKawasaki's Alltop spam any longer.,"['decided', 'ca', ""n't"", 'stand', 'GuyKawasaki', ""'s"", 'Alltop', 'spam', 'longer']"
951,1957182382,sadness,i miss rich,"['miss', 'rich']"
952,1957182504,sadness,Headache of the century coming- I can feel it  Fuck.,"['Headache', 'century', 'coming-', 'feel', 'Fuck']"
953,1957182827,sadness,disappointed to know that I got the Silver Award. I want the GOLD award. I hate being second best.,"['disappointed', 'know', 'got', 'Silver', 'Award', 'want', 'GOLD', 'award', 'hate', 'second', 'best']"
959,1957183897,sadness,home from ice cream tweet-up (my very first tweet-up!) No pics because my camera battery died last night and i forgot to charge it,"['home', 'ice', 'cream', 'tweet-up', 'first', 'tweet-up', 'pic', 'camera', 'battery', 'died', 'last', 'night', 'forgot', 'charge']"
967,1957188146,sadness,@narain Dun wanna travel all the way there for lunch now. But yeah i have been there. Nice place. Missing Shan-e-Punjab though...,"['narain', 'Dun', 'wan', 'na', 'travel', 'way', 'lunch', 'yeah', 'Nice', 'place', 'Missing', 'Shan-e-Punjab', 'though', '...']"
969,1957188800,sadness,@xMyLifesAStoryx rob got lucky that game he beat me 209-205,"['xMyLifesAStoryx', 'rob', 'got', 'lucky', 'game', 'beat', '209-205']"
973,1957188950,sadness,home from school had the shitest day today,"['home', 'school', 'shitest', 'day', 'today']"
976,1957189551,sadness,"@hobosexual lol.  When I went to buy my new laptop in Feb., I already knew, lol, but I looked anyway and walked away sadfaced. :/","['hobosexual', 'lol', 'went', 'buy', 'new', 'laptop', 'Feb.', 'already', 'knew', 'lol', 'looked', 'anyway', 'walked', 'away', 'sadfaced']"
978,1957189924,sadness,Sitting by myself. Everyone took the good seats.,"['Sitting', 'Everyone', 'took', 'good', 'seat']"
980,1957190291,sadness,@sfannah Ahhhhh  Well at least I'm up to!,"['sfannah', 'Ahhhhh', 'Well', 'least', ""'m""]"
982,1957190952,sadness,@DHughesy ME! oh wait wrong state,"['DHughesy', 'oh', 'wait', 'wrong', 'state']"
987,1957191516,sadness,Sorry was that mean,"['Sorry', 'mean']"
994,1957192397,sadness,"@rscheuer sorry, is only in spanish for the moment","['rscheuer', 'sorry', 'spanish', 'moment']"
1005,1957194454,sadness,has had the flu pass unto me by andy...went shopping and got fresh chicken for chicken soup...but no d&amp;d this sat ...is a sad panda,"['flu', 'pas', 'unto', 'andy', '...', 'went', 'shopping', 'got', 'fresh', 'chicken', 'chicken', 'soup', '...', 'amp', 'sat', '...', 'sad', 'panda']"
1007,1957194802,sadness,not well,['well']
1008,1957194936,sadness,@Miss_Rain oh what the hell  way to tell me.,"['Miss_Rain', 'oh', 'hell', 'way', 'tell']"
1010,1957195244,sadness,@theblackestsea oh crap!!,"['theblackestsea', 'oh', 'crap']"
1015,1957195949,sadness,@shaundiviney i didnt get the msg!! :'( but i bought princess,"['shaundiviney', 'didnt', 'get', 'msg', 'bought', 'princess']"
1020,1957196825,sadness,"I'm so unhappy being here. I hate it. It's affecting everything. My relationships with people, my personality, my attitude...","[""'m"", 'unhappy', 'hate', ""'s"", 'affecting', 'everything', 'relationship', 'people', 'personality', 'attitude', '...']"
1021,1957196855,sadness,"There's Nothing To Do Right Now And I'm Tired But I Don't Want To Sleep. Cleaned Up Pretty Good, So Proud. At Least I'd Be A Good Janitor","[""'s"", 'Nothing', 'Right', ""'m"", 'Tired', ""n't"", 'Want', 'Sleep', 'Cleaned', 'Pretty', 'Good', 'Proud', 'Least', ""'d"", 'Good', 'Janitor']"
1023,1957197786,sadness,@Madush oh my... now im offended.  ha,"['Madush', 'oh', '...', 'im', 'offended', 'ha']"
1030,1957198814,sadness,The 3d version of Up sold out   regular version it is!,"['3d', 'version', 'sold', 'regular', 'version']"
1032,1957199055,sadness,@NickTheIntern my love!!! We still havn't done lunch together like we said we would.. I miss you my friend,"['NickTheIntern', 'love', 'still', 'hav', ""n't"", 'done', 'lunch', 'together', 'like', 'said', 'would', '..', 'miss', 'friend']"
1047,1957203878,sadness,now aches &amp; chills have joined the party. Why couldn't the cold just go away? It had to get worse?,"['ache', 'amp', 'chill', 'joined', 'party', 'could', ""n't"", 'cold', 'go', 'away', 'get', 'worse']"
1052,1957204970,sadness,bed. with stomach ache,"['bed', 'stomach', 'ache']"
1057,1957206063,sadness,lappy charger is completely dead... conserving what's left of the battery until i can afford to buy a new one,"['lappy', 'charger', 'completely', 'dead', '...', 'conserving', ""'s"", 'left', 'battery', 'afford', 'buy', 'new', 'one']"
1058,1957206142,sadness,finally accepting the fact that all cute guys are taken,"['finally', 'accepting', 'fact', 'cute', 'guy', 'taken']"
1067,1957207318,sadness,@HazelAngeli @V0TR0N  too bad Vo got me sick I think  &amp; I don't even have meds to feel like you.,"['HazelAngeli', 'V0TR0N', 'bad', 'Vo', 'got', 'sick', 'think', 'amp', ""n't"", 'even', 'med', 'feel', 'like']"
1073,1957208462,sadness,Honza takes his flight back to the Czech Republic in the morning  I'm really going to miss him.,"['Honza', 'take', 'flight', 'back', 'Czech', 'Republic', 'morning', ""'m"", 'really', 'going', 'miss']"
1088,1957213250,sadness,Matty is le tired.,"['Matty', 'le', 'tired']"
1093,1957214887,sadness,@NellaGrl not really having a good night... missing my little girl...,"['NellaGrl', 'really', 'good', 'night', '...', 'missing', 'little', 'girl', '...']"
1096,1957215920,sadness,Nite Tweeple.  Tomorrow will be day 25 at work.,"['Nite', 'Tweeple', 'Tomorrow', 'day', '25', 'work']"
1098,1957216150,sadness,Ahh man up and getting ready for work  I wanna sleep!!!,"['Ahh', 'man', 'getting', 'ready', 'work', 'wan', 'na', 'sleep']"
1099,1957216446,sadness,@JasmineCJones  I was just thinking the same thing! I love our morning chats! We totally need 2 live 2gether full time. Lol,"['JasmineCJones', 'thinking', 'thing', 'love', 'morning', 'chat', 'totally', 'need', 'live', '2gether', 'full', 'time', 'Lol']"
1100,1957216776,sadness,Wish I was at sri panwa now,"['Wish', 'sri', 'panwa']"
1112,1957219010,sadness,"wants to listen to musiq soulchild, but it is not on the iPod","['want', 'listen', 'musiq', 'soulchild', 'iPod']"
1114,1957219264,sadness,i miss seeing fireflies.....,"['miss', 'seeing', 'firefly', '.....']"
1123,1957223393,sadness,@Brookeleeadams hang in there- health should be priority #1 right now! i do hate seeing good people get mistreated so i'm genuinely sorry,"['Brookeleeadams', 'hang', 'there-', 'health', 'priority', 'right', 'hate', 'seeing', 'good', 'people', 'get', 'mistreated', ""'m"", 'genuinely', 'sorry']"
1128,1957224360,sadness,Had a awesome time 2. Got2meet brandon rhyder! Unfortunatly i can't sleep n tomorrow.  back 2 the ole job. @pattymlt got my game face on!,"['awesome', 'time', 'Got2meet', 'brandon', 'rhyder', 'Unfortunatly', 'ca', ""n't"", 'sleep', 'n', 'tomorrow', 'back', 'ole', 'job', 'pattymlt', 'got', 'game', 'face']"
1129,1957224368,sadness,@Saresa And I feel your pain.,"['Saresa', 'feel', 'pain']"
1131,1957224712,sadness,2orw!!!!! Nooooooo I want to go back to Newcastle!!!!,"['2orw', 'Nooooooo', 'want', 'go', 'back', 'Newcastle']"
1133,1957225471,sadness,"bout to watch notorious cause that's how i'm feelin now. wish i could eat something, but i can't.  surgery tomorrow. no food til saturday","['bout', 'watch', 'notorious', 'cause', ""'s"", ""'m"", 'feelin', 'wish', 'could', 'eat', 'something', 'ca', ""n't"", 'surgery', 'tomorrow', 'food', 'til', 'saturday']"
1142,1957227521,sadness,@Jessicaveronica you guys gonna tour with Short Stack again? I missed your last tour  Me friend went and said it was mad!,"['Jessicaveronica', 'guy', 'gon', 'na', 'tour', 'Short', 'Stack', 'missed', 'last', 'tour', 'friend', 'went', 'said', 'mad']"
1150,1957228449,sadness,I'm going to miss Miss Suhana,"[""'m"", 'going', 'miss', 'Miss', 'Suhana']"
1152,1957228670,sadness,Why are the sinks in hospital toilets so low? Now the crotch of my grey suit is spattered with water! Just in time for Physio,"['sink', 'hospital', 'toilet', 'low', 'crotch', 'grey', 'suit', 'spattered', 'water', 'time', 'Physio']"
1172,1957233877,sadness,I should go get a life. Sam just texted me 'Phuture tonight?'  http://sgBEAT.com/pic/81/,"['go', 'get', 'life', 'Sam', 'texted', ""'Phuture"", 'tonight', 'http', '//sgBEAT.com/pic/81/']"
1175,1957235120,sadness,sad that will have to leave my beautiful apartment,"['sad', 'leave', 'beautiful', 'apartment']"
1179,1957236672,sadness,@greco31 I've been trying not to think about that!,"['greco31', ""'ve"", 'trying', 'think']"
1189,1957238515,sadness,Waiting on the bus! I miss my car,"['Waiting', 'bus', 'miss', 'car']"
1190,1957238725,sadness,"says I'm still dreaming about that Nikon D60..erRr!  *ate, kuya **PLEASE** lang* huhuh http://plurk.com/p/wxrx5","['say', ""'m"", 'still', 'dreaming', 'Nikon', 'D60', '..', 'erRr', 'ate', 'kuya', 'PLEASE', 'lang', 'huhuh', 'http', '//plurk.com/p/wxrx5']"
1193,1957239436,sadness,It is kind of lonely when nobody will answer their phone.,"['kind', 'lonely', 'nobody', 'answer', 'phone']"
1194,1957239570,sadness,Rest In Peace  ADaM 12 &amp; GLeNN EPPS.... Gone but never forgotten... what a week ...Loud in da air 4 ya,"['Rest', 'Peace', 'ADaM', 'amp', 'GLeNN', 'EPPS', '....', 'Gone', 'never', 'forgotten', '...', 'week', '...', 'Loud', 'da', 'air', 'ya']"
1205,1957242084,sadness,"is having the worst week, things really do happen in threes","['worst', 'week', 'thing', 'really', 'happen', 'three']"
1208,1957242838,sadness,@katrinalmoreno and im an idiot for missing their last show,"['katrinalmoreno', 'im', 'idiot', 'missing', 'last', 'show']"
1225,1957245960,sadness,@chuybe. you left me first .. and left your bed here for me to look at,"['chuybe', 'left', 'first', '..', 'left', 'bed', 'look']"
1230,1957247328,sadness,"Bike trail - 1, Miss J - 0, two front teeth - 1 1/2.. Hopefully! Vacations suck!","['Bike', 'trail', 'Miss', 'J', 'two', 'front', 'teeth', '1/2', '..', 'Hopefully', 'Vacations', 'suck']"
1233,1957247855,sadness,Sadly I am bprohibiting myself from tweeting tonight. Sorry,"['Sadly', 'bprohibiting', 'tweeting', 'tonight', 'Sorry']"
1240,1957249452,sadness,"@kesoleil Oh man, Did Yogg today. Worse than last week.","['kesoleil', 'Oh', 'man', 'Yogg', 'today', 'Worse', 'last', 'week']"
1253,1957254388,sadness,@anant25121986 it is so unfair that all the good rock shows happen only in B'lore and Pune,"['anant25121986', 'unfair', 'good', 'rock', 'show', 'happen', ""B'lore"", 'Pune']"
1263,1957257636,sadness,cant sleep again! I couldnt sleep last night eather!  *Wabble Wabble*,"['cant', 'sleep', 'couldnt', 'sleep', 'last', 'night', 'eather', 'Wabble', 'Wabble']"
1267,1957259756,sadness,"have to stay away from home, and since this part of india dnt hav gud wireless internet, im fucked","['stay', 'away', 'home', 'since', 'part', 'india', 'dnt', 'hav', 'gud', 'wireless', 'internet', 'im', 'fucked']"
1269,1957259948,sadness,Wookei why did you never accept my psn friend request,"['Wookei', 'never', 'accept', 'psn', 'friend', 'request']"
1271,1957260515,sadness,@davidaKaplan As do I  Leopold says hello.,"['davidaKaplan', 'Leopold', 'say', 'hello']"
1272,1957261056,sadness,because my dad has the tv to loud. Then i get creeped out cuz im from a dodgy neighbourhood and there was someone in my bush.,"['dad', 'tv', 'loud', 'get', 'creeped', 'cuz', 'im', 'dodgy', 'neighbourhood', 'someone', 'bush']"
1273,1957261841,sadness,"cant talk very well, just remembering about something once said to me...  not a good thing fucking bully nasty pieces of work arrrrgrrrrrr","['cant', 'talk', 'well', 'remembering', 'something', 'said', '...', 'good', 'thing', 'fucking', 'bully', 'nasty', 'piece', 'work', 'arrrrgrrrrrr']"
1275,1957261950,sadness,@tiataquito you stop it,"['tiataquito', 'stop']"
1277,1957262195,sadness,just got home.. downtown was dead.. plus im kinda under the weather and i gotta get up for work tomorrow,"['got', 'home', '..', 'downtown', 'dead', '..', 'plus', 'im', 'kinda', 'weather', 'got', 'ta', 'get', 'work', 'tomorrow']"
1286,1957264816,sadness,"Yesterday a friend of mine was thrown off his horse as a lorry drove past us, ignoring us signaling for him to slow down","['Yesterday', 'friend', 'mine', 'thrown', 'horse', 'lorry', 'drove', 'past', 'u', 'ignoring', 'u', 'signaling', 'slow']"
1288,1957265221,sadness,Ready to go into work now.  cannot be bothered.,"['Ready', 'go', 'work', 'bothered']"
1290,1957265830,sadness,"I hate working nights, cos I'm not really able to enjoy this gorgeous weather, as I will be asleep","['hate', 'working', 'night', 'co', ""'m"", 'really', 'able', 'enjoy', 'gorgeous', 'weather', 'asleep']"
1294,1957266048,sadness,i really should stop relying on my family when they say their going to get me lunch,"['really', 'stop', 'relying', 'family', 'say', 'going', 'get', 'lunch']"
1295,1957266196,sadness,"Changed my hairstyle,but it isn't good as it supposed to be N don't wealth that much money..  hate that hairdresser~~","['Changed', 'hairstyle', ""n't"", 'good', 'supposed', 'N', ""n't"", 'wealth', 'much', 'money', '..', 'hate', 'hairdresser~~']"
1299,1957266782,sadness,@_erica I know right,"['_erica', 'know', 'right']"
1301,1957267231,sadness,@roshnimo yup .. sad eh .. Betty man .. it should have been betty,"['roshnimo', 'yup', '..', 'sad', 'eh', '..', 'Betty', 'man', '..', 'betty']"
1309,1957269942,sadness,@polyap POL! Is this song from a new album? I am really missing out on UdD!,"['polyap', 'POL', 'song', 'new', 'album', 'really', 'missing', 'UdD']"
1310,1957270955,sadness,is tired of summer already,"['tired', 'summer', 'already']"
1311,1957271130,sadness,feels really sick.,"['feel', 'really', 'sick']"
1320,1957273413,sadness,@Trentskers Pfftt... I wish. Don't have time though.,"['Trentskers', 'Pfftt', '...', 'wish', ""n't"", 'time', 'though']"
1325,1957275711,sadness,"Mom asking if I'm feeling better after dargah visit. Dad swears he sees +ve &quot;change&quot;.  I am amused.   But yeah, still depressed","['Mom', 'asking', ""'m"", 'feeling', 'better', 'dargah', 'visit', 'Dad', 'swears', 'see', '+ve', 'quot', 'change', 'quot', 'amused', 'yeah', 'still', 'depressed']"
1327,1957276719,sadness,Their songs make me want to cry..,"['song', 'make', 'want', 'cry', '..']"
1328,1957276810,sadness,@AshleyGofficial aww dont cry ashley,"['AshleyGofficial', 'aww', 'dont', 'cry', 'ashley']"
1333,1957278370,sadness,My siblings left me alone.   Bored. (:|,"['sibling', 'left', 'alone', 'Bored']"
1338,1957278958,sadness,In the bus... Almost an hour late because of my crappy alarm clock  should be in Leeuwarden at about 9:45,"['bus', '...', 'Almost', 'hour', 'late', 'crappy', 'alarm', 'clock', 'Leeuwarden', '9:45']"
